1e-09,0.0
1.1220184543e-09,0.0
1.25892541179e-09,67.0
1.41253754462e-09,293.0
1.58489319246e-09,736.0
1.77827941004e-09,1717.0
1.99526231497e-09,3882.0
2.23872113857e-09,8178.0
2.51188643151e-09,16769.0
2.81838293126e-09,32938.0
3.16227766017e-09,61258.0
3.54813389234e-09,108824.0
3.98107170553e-09,189554.0
4.46683592151e-09,310770.0
5.01187233627e-09,499743.0
5.6234132519e-09,756115.0
6.3095734448e-09,1135710.0
7.07945784384e-09,1572662.0
7.94328234724e-09,2178258.0
8.91250938134e-09,2814166.0
1e-08,3600553.0
1.1220184543e-08,4339579.0
1.25892541179e-08,5120295.0
1.41253754462e-08,5679474.0
1.58489319246e-08,6089902.0
1.77827941004e-08,6128517.0
1.99526231497e-08,6127535.0
2.23872113857e-08,5734647.0
2.51188643151e-08,5114105.0
2.81838293126e-08,4304717.0
3.16227766017e-08,3480828.0
3.54813389234e-08,2695099.0
3.98107170553e-08,1943169.0
4.46683592151e-08,1341551.0
5.01187233627e-08,882760.0
5.6234132519e-08,536190.0
6.3095734448e-08,317637.0
7.07945784384e-08,177271.0
7.94328234724e-08,95797.0
8.91250938134e-08,54119.0
1e-07,35845.0
1.1220184543e-07,31475.0
1.25892541179e-07,35797.0
1.41253754462e-07,46486.0
1.58489319246e-07,62502.0
1.77827941004e-07,82344.0
1.99526231497e-07,109767.0
2.23872113857e-07,141622.0
2.51188643151e-07,179306.0
2.81838293126e-07,222681.0
3.16227766017e-07,271306.0
3.54813389234e-07,324200.0
3.98107170553e-07,386820.0
4.46683592151e-07,441812.0
5.01187233627e-07,498588.0
5.6234132519e-07,556502.0
6.3095734448e-07,599125.0
7.07945784384e-07,642802.0
7.94328234724e-07,670782.0
8.91250938134e-07,680590.0
1e-06,693732.0
1.1220184543e-06,671052.0
1.25892541179e-06,652167.0
1.41253754462e-06,616184.0
1.58489319246e-06,575166.0
1.77827941004e-06,517781.0
1.99526231497e-06,464299.0
2.23872113857e-06,401527.0
2.51188643151e-06,343341.0
2.81838293126e-06,287798.0
3.16227766017e-06,238223.0
3.54813389234e-06,190170.0
3.98107170553e-06,151204.0
4.46683592151e-06,115950.0
5.01187233627e-06,87941.0
5.6234132519e-06,66311.0
6.3095734448e-06,47112.0
7.07945784384e-06,34209.0
7.94328234724e-06,23888.0
8.91250938134e-06,16346.0
1e-05,10889.0
1.1220184543e-05,7228.0
1.25892541179e-05,4657.0
1.41253754462e-05,2924.0
1.58489319246e-05,1814.0
1.77827941004e-05,1117.0
1.99526231497e-05,656.0
2.23872113857e-05,383.0
2.51188643151e-05,221.0
2.81838293126e-05,69.0
3.16227766017e-05,0.0
3.54813389234e-05,0.0
3.98107170553e-05,0.0
4.46683592151e-05,0.0
5.01187233627e-05,0.0
5.6234132519e-05,0.0
6.3095734448e-05,0.0
7.07945784384e-05,0.0
7.94328234724e-05,0.0
8.91250938134e-05,0.0
