1e-09,0.0
1.1220184543e-09,0.0
1.25892541179e-09,0.0
1.41253754462e-09,0.0
1.58489319246e-09,0.0
1.77827941004e-09,0.0
1.99526231497e-09,0.0
2.23872113857e-09,0.0
2.51188643151e-09,0.0
2.81838293126e-09,0.0
3.16227766017e-09,0.0
3.54813389234e-09,0.0
3.98107170553e-09,0.0
4.46683592151e-09,0.0
5.01187233627e-09,0.0
5.6234132519e-09,0.0
6.3095734448e-09,4.0
7.07945784384e-09,692.0
7.94328234724e-09,5787.0
8.91250938134e-09,38969.0
1e-08,206883.0
1.1220184543e-08,864056.0
1.25892541179e-08,2787214.0
1.41253754462e-08,6927067.0
1.58489319246e-08,13380880.0
1.77827941004e-08,19410849.0
1.99526231497e-08,21672850.0
2.23872113857e-08,18053438.0
2.51188643151e-08,11335798.0
2.81838293126e-08,5352730.0
3.16227766017e-08,2005370.0
3.54813389234e-08,787314.0
3.98107170553e-08,615491.0
4.46683592151e-08,791566.0
5.01187233627e-08,1120949.0
5.6234132519e-08,1519171.0
6.3095734448e-08,1990340.0
7.07945784384e-08,2521106.0
7.94328234724e-08,3070992.0
8.91250938134e-08,3558996.0
1e-07,4012951.0
1.1220184543e-07,4261116.0
1.25892541179e-07,4414663.0
1.41253754462e-07,4302975.0
1.58489319246e-07,4069582.0
1.77827941004e-07,3665337.0
1.99526231497e-07,3143716.0
2.23872113857e-07,2589739.0
2.51188643151e-07,2030327.0
2.81838293126e-07,1527893.0
3.16227766017e-07,1097633.0
3.54813389234e-07,747049.0
3.98107170553e-07,491921.0
4.46683592151e-07,305139.0
5.01187233627e-07,182424.0
5.6234132519e-07,103586.0
6.3095734448e-07,56369.0
7.07945784384e-07,29036.0
7.94328234724e-07,14408.0
8.91250938134e-07,6804.0
1e-06,3035.0
1.1220184543e-06,1317.0
1.25892541179e-06,536.0
1.41253754462e-06,99.0
1.58489319246e-06,0.0
1.77827941004e-06,0.0
1.99526231497e-06,0.0
2.23872113857e-06,0.0
2.51188643151e-06,0.0
2.81838293126e-06,0.0
3.16227766017e-06,0.0
3.54813389234e-06,0.0
3.98107170553e-06,0.0
4.46683592151e-06,0.0
5.01187233627e-06,0.0
5.6234132519e-06,0.0
6.3095734448e-06,0.0
7.07945784384e-06,0.0
7.94328234724e-06,0.0
8.91250938134e-06,0.0
1e-05,0.0
1.1220184543e-05,0.0
1.25892541179e-05,0.0
1.41253754462e-05,0.0
1.58489319246e-05,0.0
1.77827941004e-05,0.0
1.99526231497e-05,0.0
2.23872113857e-05,0.0
2.51188643151e-05,0.0
2.81838293126e-05,0.0
3.16227766017e-05,0.0
3.54813389234e-05,0.0
3.98107170553e-05,0.0
4.46683592151e-05,0.0
5.01187233627e-05,0.0
5.6234132519e-05,0.0
6.3095734448e-05,0.0
7.07945784384e-05,0.0
7.94328234724e-05,0.0
8.91250938134e-05,0.0
